"Episode","A","B","AtoB (bit/s)","BtoA (bit/s)"
1,"192.168.43.210:49360","192.168.43.124:1883",1916.5621401924268,849.5833400730239
1,"127.0.0.1:51750","127.0.0.1:1883",979.1650278880302,1315.3358068782386
