"Episode","A","B","AtoB (bit/s)","BtoA (bit/s)"
1,"192.168.43.210:54079","192.168.43.124:1883",1972.35996596344,839.3533053607581
1,"127.0.0.1:51612","127.0.0.1:1883",1007.1870515444515,1353.6005834333168
