"Episode","A","B","AtoB (bit/s)","BtoA (bit/s)"
1,"192.168.43.210:59377","192.168.43.124:1883",5000.329694347409,2161.431688442546
1,"127.0.0.1:51646","127.0.0.1:1883",2568.5950486681713,3438.363155442606
